Job Title,Job Ratings,time,JobStatus,Pros,Cons
Anonymous employee,4.0,"Dec 13, 2021",Current employee,good balance of work hours and job independence,The pay can definitely be much better
Teller,3.0,"Apr 4, 2021","Current employee, more than 1 year","Flexible and helpful, fun activites through the year","Customers, lack of staffing at times"
Banker,1.0,"Oct 14, 2019","Former employee, more than 5 years",Free coffee  and friendly coworkers in the beginning,There was a constant mergers and acquisitions mindset of executive management without regards to employees who actually had to do the work. Very hostile work environment.
Administrative assistant,4.0,"Jun 9, 2022",Current employee,Nice people and great place to work..,Pay is average..but not the worst
Anonymous employee,4.0,"Feb 9, 2015",Former employee,"Hours are great, with half day saturday.",Sometimes not clearly defined roles
Anonymous employee,3.0,"Sep 21, 2017",Former employee,Great company to work at,monotonous work because of repeating it
Anonymous employee,3.0,"Oct 21, 2021","Former employee, less than 1 year",Fellow young professionals to form personal and professional relationships with,Misogynistic culture prioritizing male employees over female ones
Anonymous employee,3.0,"Feb 29, 2016",Former employee,Very friendly people and work has real impact,Low salaries for interns- barely enough to support oneself
Associate director,4.0,"May 19, 2015","Current employee, more than 3 years",The work is ok but want more,Need more to be completely fulfilling
Commercial loan assistant,4.0,"Mar 25, 2021",Current employee,"Great people, great customers. Plenty of growth opportunities.",Processes could use some improvement.
Anonymous employee,4.0,"Dec 13, 2021",Current employee,good balance of work hours and job independence,The pay can definitely be much better
Teller,3.0,"Apr 4, 2021","Current employee, more than 1 year","Flexible and helpful, fun activites through the year","Customers, lack of staffing at times"
Banker,1.0,"Oct 14, 2019","Former employee, more than 5 years",Free coffee  and friendly coworkers in the beginning,There was a constant mergers and acquisitions mindset of executive management without regards to employees who actually had to do the work. Very hostile work environment.
Administrative assistant,4.0,"Jun 9, 2022",Current employee,Nice people and great place to work..,Pay is average..but not the worst
Anonymous employee,4.0,"Feb 9, 2015",Former employee,"Hours are great, with half day saturday.",Sometimes not clearly defined roles
Anonymous employee,3.0,"Sep 21, 2017",Former employee,Great company to work at,monotonous work because of repeating it
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Anonymous employee,4.0,"Nov 2, 2017",Former employee,It is a good place to work,Can be a bit monotonous
Recruiter,3.0,"Aug 21, 2020",Current employee,Great place to work mostly,Some managers suck but others are great
Anonymous employee,4.0,"Mar 16, 2021","Former employee, more than 1 year","Very busy atmosphere, great coworkers","Benefits, Pay, Some Mangement Issues"
Credit analyst,2.0,"Apr 25, 2022",Former employee,The experience gained is good,The growth trajectory is not clear.
Post doctoral fellow,5.0,"Feb 13, 2021",Former employee,Yes this was really good,Nothing specific to note here
Customer service manager (csm),1.0,"Apr 2, 2021","Former employee, more than 3 years",None that I ever found.,Everything from Branch Mangers to Vice Presidents telling anything but the truth. Human Resources was an absolute joke.
Manager,1.0,"Mar 29, 2022","Former employee, more than 5 years",Absoltely None horrible environment to work.,Everything too many executives not enough people to do hands o. Work.
Relationship banker,2.0,"Aug 19, 2025","Former employee, more than 5 years",Most aspects were manageable but the hr strategies in place are questionable,"It was good working at the company for a while but things shifted so fast. Dismissals nowadays comes with no notice or warning, treating staff like assets or items that you'd dispose anyhow is their thing nowodays, no matter how loyal you are. Tell me why they would expire a contract for a committed employee who've been there for more than five years, then bring some new staff and even before probation ends , they're confirmed as permanent staff..these are guys who have not even mastered the basic roles..but for you, you got to wait for 5 years and more been on contract only for them to end the contract without at least issuing a notice prior, mind you the performance is good and no disciplinary cases whatsoever,"
System engineer,3.0,"Aug 14, 2025",Former employee,Good employer with good experience,Long and late working hours
Noc engineer,3.0,"Aug 8, 2025","Former employee, more than 3 years","A very nice and conducive work environment
Friendly and helpful colleagues","No salary growth not unless you move departments
Bonus allocation is the sole decision of the management, not guaranteed yearly"
Anonymous employee,4.0,"Nov 2, 2017",Former employee,It is a good place to work,Can be a bit monotonous
Recruiter,3.0,"Aug 21, 2020",Current employee,Great place to work mostly,Some managers suck but others are great
Anonymous employee,4.0,"Mar 16, 2021","Former employee, more than 1 year","Very busy atmosphere, great coworkers","Benefits, Pay, Some Mangement Issues"
Credit analyst,2.0,"Apr 25, 2022",Former employee,The experience gained is good,The growth trajectory is not clear.
Post doctoral fellow,5.0,"Feb 13, 2021",Former employee,Yes this was really good,Nothing specific to note here
Customer service manager (csm),1.0,"Apr 2, 2021","Former employee, more than 3 years",None that I ever found.,Everything from Branch Mangers to Vice Presidents telling anything but the truth. Human Resources was an absolute joke.
Manager,1.0,"Mar 29, 2022","Former employee, more than 5 years",Absoltely None horrible environment to work.,Everything too many executives not enough people to do hands o. Work.
Relationship banker,2.0,"Aug 19, 2025","Former employee, more than 5 years",Most aspects were manageable but the hr strategies in place are questionable,"It was good working at the company for a while but things shifted so fast. Dismissals nowadays comes with no notice or warning, treating staff like assets or items that you'd dispose anyhow is their thing nowodays, no matter how loyal you are. Tell me why they would expire a contract for a committed employee who've been there for more than five years, then bring some new staff and even before probation ends , they're confirmed as permanent staff..these are guys who have not even mastered the basic roles..but for you, you got to wait for 5 years and more been on contract only for them to end the contract without at least issuing a notice prior, mind you the performance is good and no disciplinary cases whatsoever,"
System engineer,3.0,"Aug 14, 2025",Former employee,Good employer with good experience,Long and late working hours
Noc engineer,3.0,"Aug 8, 2025","Former employee, more than 3 years","A very nice and conducive work environment
Friendly and helpful colleagues","No salary growth not unless you move departments
Bonus allocation is the sole decision of the management, not guaranteed yearly"
Senior software engineer,4.0,"Aug 4, 2025","Current employee, less than 1 year",Friendly staff and good offices,Strict dress code is quite annoying
Credit officer,2.0,"Aug 5, 2025","Current employee, more than 5 years",Opportunity to learn and grow,No work life balance. Too much pressure
Relationship manager,1.0,"Aug 12, 2025","Current employee, more than 10 years",the institution is okay to client,Unable to handle HR issues
Bank teller,1.0,"Aug 13, 2025","Current employee, more than 5 years",No pros Terrible place to work,"Bad salary, bad company culture"
Senior operations manager,3.0,"Jun 30, 2025","Current employee, more than 8 years",Exposure to a variety of roles and tasks.  Great for experience garnering in a short period of time.,"Slow and unclear growth path.  Demand for many long hours, poor work life balance."
Digital banking project manager,5.0,"Jul 15, 2025","Former employee, more than 1 year","opportunity to lead impactful projects across E.Africa
competitive compensation and benefits",long working hours during system upgrades and product launches
Finance assistant,5.0,"Jul 14, 2025","Current employee, more than 1 year","Strong corporate social responsibility.
Massive exposure to all areas of banking.
Highly ambitious leadership.","Extremely high-pressure work environment.
Limited internal mobility."
Relationship officer,1.0,"Jul 29, 2025","Former employee, less than 1 year",They are good at keeping time when paying salary,"Unrealistic expectations.
If you are on contract and you do not meet the goals, you will be terminated."
Relationship officer,1.0,"Aug 1, 2025","Former employee, more than 5 years",Good rates on loans interest,"Huge work load 
Not best pay"
Relationship supervisor,3.0,"Jul 17, 2025","Current employee, more than 5 years",Pay on time each month,"No bonus
Rare salary increment 
Easy to get stuck"
Bank teller,4.0,"Jul 15, 2025","Former employee, less than 1 year",Good working environment and friendly colleagues,Peak times of the month can get very busy
Senior officer,1.0,"Jul 30, 2025","Former employee, more than 1 year","Limited personal growth
Low morale","Poor pay, work overload, poor remuneration"
Senior payment officer/project coordinator/business analyst,3.0,"Jul 3, 2025","Former employee, more than 8 years",Well structured in terms of department. Good team spirit,"Bad salary, increase not common and less benefits"
Security consultant,2.0,"Jul 9, 2025","Current employee, more than 8 years",A field to learn and have a experince,"no work life balance
No salary increment 
poor pay comapred to the market rate"
Business relationship officer,1.0,"Jun 16, 2025","Former employee, more than 10 years","Perfect on job trainings. 
Good in terms of job experience","Low staff morale due to poor pay and long working hours.
Excessive pressure 
Inadequate facilitation when going down field work.
Nepotism in hiring and job promotion hence a major cause of fraud in the bank( the ksh 1.5 billion that was lost.
Lack of avenue to pass creative ideas , i.e it's Mwangi's kiosk , you are supposed to be seen and not to be heard"
Bank teller,4.0,"Jul 1, 2025","Former employee, more than 1 year","Good training
Medical Insurance is provided",The pay was not good compared to the industry
Customer service representative,3.0,"Jun 24, 2025","Former employee, less than 1 year","Good exposure 
Good pay and benefits","Micro mgt sometimes 
Rude customers"
Loan officer,3.0,"Jun 23, 2025","Former employee, more than 5 years",Good career growth whe you are consistent,Low work/life balance and long working hours
Accountant,3.0,"Jun 10, 2025",Current employee,they ensure top professionalism in handling clients and workers,There are no cons according to my experience
Associate director,5.0,"Jun 13, 2025",Former employee,You will learn more in 1 year than 5 years elsewhere,"Hight pressure, high stakes environment"
Relationship manager,2.0,"Jun 12, 2025","Current employee, more than 5 years",Chance for growth for all professions,No job security is not guaranteed
Relationship manager,5.0,"Jun 6, 2025","Former employee, more than 3 years","Unique customer culture experience. 
Positive impact on livelihoods","Little growth past branch manager, High pressure working environment,"
Customer service representative,3.0,"Jun 7, 2025",Former employee,It was good for the beginning of my career,None at the time I was there
Relationship officer,4.0,"Jun 4, 2025","Former employee, less than 1 year","employed when very, very young",bullied by the relationship manager
Product designer,2.0,"May 29, 2025","Current employee, more than 1 year",Stable income because its a financial institution,Toxic Top Management who dont care about the employees
Relationship officer,2.0,"May 21, 2025",Former employee,It is a nice place to begin for fresh graduates,"Depending on the management, sometimes the work environment may not be great."
Relationship officer,2.0,"May 6, 2025","Current employee, more than 1 year",Some level of flexibility in shift allocation,"Very unhealthy micromanagement practices
Minimal support from group management i.e. no financial motivation or team activities 
Infringing on legally allocated working hours i.e. meetings before or after shift extending office hours"
Sales manager,2.0,"May 25, 2025",Current employee,Nothing good just vibing there,Nothing for far I can’t complain
Relationship officer,5.0,"May 11, 2025","Current employee, more than 5 years","Good working environment
Well paying",Currently I can only recommend internal promotions
Software engineer,3.0,"May 8, 2025","Current employee, more than 10 years","-job security
- World class bank","- overworking
- no bonus
-"
Relationship banker,3.0,"May 1, 2025",Current employee,Good medical insurance cover for staff,Non for now but the work pressure can be much
Relationship officer,1.0,"May 6, 2025","Former employee, more than 10 years",Treat your employees with love and respect,Nothing good working for this bank
Hr operations,2.0,"Apr 3, 2025","Former employee, more than 1 year",Easy decision making within the country,"No process 
No HR systems
Wear only suits"
Supervisor,3.0,"Mar 27, 2025","Former employee, more than 10 years","Permanent and pensionable terms, good structures in place","Long working hours, low salary, too much pressure and micromanagement"
Account manager,4.0,"Apr 7, 2025","Current employee, less than 1 year",Good learning opportunities for new beis,Have to Work on a Saturday
Manager,3.0,"Mar 18, 2025","Former employee, more than 3 years",Fairly good if you have an understanding General Manager,Limited room for growth and pay raise
Relationship officer,4.0,"Mar 23, 2025",Former employee,Salary is paid on time,Tough working schedule. from 7am to 4.30pm
