Job Title,Job Ratings,time,JobStatus,Pros,Cons
Revenue operations,3.0,"Aug 21, 2024","Former employee, more than 3 years","Great perks for both in office and remote employees 
Smart people with a passion to collaborate with one another","Management was very secretive of process and what was happening. Also, leaders didn't always support their team. Layoffs several times a year."
Software engineer,1.0,"Sep 18, 2024","Former employee, more than 1 year",Compensation is reasonable if you are not in Bay Area,"Not a week goes by without news of some drama about financing or a lawsuit by a customer. Most of the time, we hear about it from public news rather than being transparent internally. Very difficult to focus on work, keep good talent, or even attract customers."
Risk analyst,2.0,"Oct 1, 2024","Current employee, more than 1 year",Flexible hours and decent pay,Upper leadership was unstable. There were may changes made to the team last minute and it can be stressful
Software engineer,1.0,"Nov 26, 2024","Current employee, more than 1 year",Good domain and scale to work on.,No one knows what they are doing at Bolt.
Anonymous employee,2.0,"Jan 18, 2024","Current employee, more than 1 year","San Francisco based pay no matter where you're located in the US or Canada. Bolt USED to have a 4-day workweek but that's no longer the case starting in 2024, so I wouldn't be surprised if everyone starts abandoning ship. Huge upside IF everything works out, but it's a massive risk, so you've got to be OK with that.","Bolt has downsized considerably with multiple layoffs within the past two years, and with no more 4-day workweeks, expect to be overworked and stretched very, very thin. Morale is abysmal. Seriously, STAY AWAY."
Anonymous employee,2.0,"Jan 18, 2024",Former employee,The managers were really good people.,"The executive leadership team could not be doing a better job at driving this company into the ground. 5 formal rounds of layoffs in 2 years. All female execs were “laid off” at the end of the year. The board is mostly the founders friends who are not experienced in the industry. The only perk, the four day work week, is no longer a benefit. If you asked most employees what the product is they wouldn’t have an answer. Pivoting, refocusing and changing plans occurred at least quarterly. Sales drives product. Sometimes the stores are the customer, sometimes the users are. The reason the company got as big as it did was because of shady user sign up practices. Leadership will not take any responsibility for any of the downturn they directly caused by their incompetence as business leaders. There is continuous news of litigation against the company. Shocked it’s still operating."
Ops manager,2.0,"Oct 3, 2024",Former employee,Salary is the only one,Everything besides salary is it
Business development,5.0,"Jul 23, 2024","Current employee, less than 1 year","-New CEO with a bold vision 
-Great team
-Opportunity to solve challenging problems and tremendous potential to differentiate and create value in the e-commerce space","-Things can appear to be chaotic at times
-Making progress on focus and alignment"
Partnerships,4.0,"Jul 19, 2024","Current employee, less than 1 year",Ability to revolutionize commerce and drive strategy. Fast paced and strong group of people who are great to work with.,Frequent shifts in strategy to find product market fit
Communications manager,5.0,"Aug 19, 2024","Current employee, more than 3 years","Good cash comp; (finally) some engaged, empathetic leadership","It's been a tough ride with lots of layoffs, executive changes, and challenges"
